V,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
93.55253,-0.2110571,-0.21702123,-0.20575831,-0.2050836,-0.20468717,-0.18686837,-0.17930085,-0.19033615,-0.19349763,-0.18200435,-0.17670589,-0.17943144,-0.189626574,-0.19371528,-0.1971128,-0.18819689,-0.18766049,-0.19186187,-0.181739776,-0.18498001,-0.19746723,-0.19476875,-0.20638456,-0.19960468
85.76023,-0.1970501,-0.14111062,-0.13180666,-0.14923868,-0.16246013,-0.14129803,-0.11747891,-0.1056098,-0.13916968,-0.13049369,-0.12164541,-0.13261307,-0.086427272,-0.12808328,-0.15114672,-0.14437411,-0.13171119,-0.12365648,-0.079989734,-0.11920781,-0.1441245,-0.14135784,-0.14199103,-0.08753409
83.94853,-0.1933675,-0.13222481,-0.12421651,-0.14417118,-0.15487118,-0.13509228,-0.10542217,-0.09456119,-0.13506633,-0.12452611,-0.11542743,-0.12911319,-0.073775852,-0.12225972,-0.1475984,-0.13614298,-0.12677921,-0.11524941,-0.07575995,-0.11895822,-0.13744142,-0.13534735,-0.12804642,-0.07203872
69.38942,-0.1312738,-0.10279632,-0.0920667,-0.09929087,-0.10725062,-0.09547777,-0.07318697,-0.07829485,-0.09259848,-0.07813051,-0.07498702,-0.0810704,-0.065644924,-0.08284728,-0.10082964,-0.08820724,-0.09284375,-0.08480333,-0.060656272,-0.07094004,-0.09497962,-0.08609278,-0.10817555,-0.07595928
82.6081,-0.18467,-0.18833689,-0.17318788,-0.17199204,-0.17360774,-0.15449247,-0.14575178,-0.159818,-0.16193408,-0.14834329,-0.14207286,-0.1448346,-0.152284062,-0.16016902,-0.16349917,-0.15569633,-0.15577532,-0.15500934,-0.142871838,-0.14462638,-0.16152309,-0.15829768,-0.17541805,-0.16254041
74.94301,-0.1571901,-0.11834417,-0.10849682,-0.11883158,-0.12818985,-0.1145129,-0.09007171,-0.09053038,-0.11080722,-0.09738566,-0.09297857,-0.10080267,-0.076937259,-0.10072012,-0.12052146,-0.10916542,-0.11101165,-0.10307173,-0.072454133,-0.09027981,-0.11501501,-0.10756533,-0.12586539,-0.08659765
118.10503,-0.2493885,-0.23563387,-0.22625758,-0.22629303,-0.23379298,-0.21541818,-0.20790987,-0.20874445,-0.21273954,-0.20645698,-0.20097854,-0.20663553,-0.206530723,-0.21171721,-0.21930239,-0.21510964,-0.20404541,-0.21660064,-0.175550669,-0.20438557,-0.22131452,-0.21814777,-0.22055229,-0.20205271
72.42098,-0.1399611,-0.12135973,-0.111621,-0.11501953,-0.12101256,-0.1097199,-0.09180664,-0.09783242,-0.1076929,-0.09509586,-0.09136778,-0.09618761,-0.088394607,-0.10153553,-0.11510974,-0.10410013,-0.10703647,-0.1027233,-0.081656051,-0.08965905,-0.11193519,-0.10360996,-0.12400045,-0.09949051
83.48287,-0.1809697,-0.16126928,-0.15049802,-0.15228056,-0.1609837,-0.14594262,-0.13095482,-0.13409269,-0.1415307,-0.13224805,-0.12613987,-0.13074017,-0.124802409,-0.13940974,-0.14939229,-0.1438373,-0.13998686,-0.14011105,-0.108425097,-0.12539746,-0.14967446,-0.14420481,-0.16189752,-0.13429426
79.19282,-0.1900942,-0.10531684,-0.09638809,-0.12800773,-0.14057985,-0.1132197,-0.07325297,-0.0463964,-0.11708191,-0.10793663,-0.08942554,-0.10974835,0.003336161,-0.08702719,-0.1283097,-0.12120467,-0.09249586,-0.05995804,-0.003696056,-0.08735816,-0.11228154,-0.11734412,-0.05363228,0.04761531
91.04828,-0.2144711,-0.1418079,-0.13397936,-0.16227974,-0.17205871,-0.14640803,-0.11025691,-0.08911377,-0.15237183,-0.1434887,-0.12424379,-0.14484577,-0.044506921,-0.13049908,-0.16380654,-0.15049078,-0.11367348,-0.09261242,-0.039998505,-0.13062937,-0.13959647,-0.14206696,-0.06726799,0.01403078
72.09542,-0.1440013,-0.11214012,-0.10138881,-0.10977398,-0.11807456,-0.10521351,-0.08218244,-0.08626055,-0.10235961,-0.08788582,-0.08432102,-0.09103313,-0.073115066,-0.09228283,-0.11096951,-0.09868019,-0.10271331,-0.09454538,-0.068063057,-0.08054214,-0.1050777,-0.09674485,-0.11802978,-0.0829924
90.67921,-0.2100491,-0.21819871,-0.20370146,-0.20232386,-0.20280092,-0.18137905,-0.17492502,-0.18925691,-0.19092859,-0.1776382,-0.17116295,-0.17296397,-0.184408517,-0.19072826,-0.19186891,-0.18441347,-0.18371623,-0.18477243,-0.17599457,-0.17679347,-0.19123412,-0.18879579,-0.20342118,-0.19479029
79.33184,-0.1751258,-0.12837661,-0.11921915,-0.13268377,-0.14236595,-0.12631416,-0.10075467,-0.09781179,-0.1239075,-0.1110164,-0.10551977,-0.11538665,-0.08284082,-0.11282661,-0.1343713,-0.12322947,-0.12281461,-0.11446801,-0.079821713,-0.10463607,-0.12829133,-0.12225151,-0.13474156,-0.0898309
95.55193,-0.2098628,-0.19445321,-0.18404811,-0.18566433,-0.19200089,-0.17580413,-0.16264643,-0.16753995,-0.17439325,-0.16426145,-0.15911421,-0.16420929,-0.161473287,-0.17199356,-0.18176716,-0.17420646,-0.17128529,-0.17389582,-0.145652984,-0.16137809,-0.18187376,-0.17627419,-0.1902558,-0.16775343
69.56779,-0.127211,-0.1094519,-0.09987609,-0.1034661,-0.10897836,-0.09844371,-0.08057147,-0.08703264,-0.09693941,-0.08394483,-0.08070593,-0.08542905,-0.077463094,-0.08992924,-0.1041023,-0.09226579,-0.09620471,-0.0912667,-0.071862,-0.07841733,-0.10026415,-0.09141634,-0.11215709,-0.08843725
77.20731,-0.1603605,-0.14092621,-0.13024653,-0.13276169,-0.14046104,-0.12699956,-0.11018915,-0.11516368,-0.12367642,-0.11257063,-0.10738363,-0.11202803,-0.105108901,-0.11970863,-0.13115844,-0.12327931,-0.12299041,-0.12000978,-0.093792422,-0.10591325,-0.12955066,-0.12290087,-0.14282609,-0.11599976
74.0399,-0.1665651,-0.10009301,-0.09107959,-0.11257566,-0.12366749,-0.10478657,-0.07017596,-0.06269522,-0.10337572,-0.08930486,-0.08176265,-0.09531864,-0.039081543,-0.08491818,-0.11440762,-0.10213619,-0.10164743,-0.08448579,-0.043757391,-0.08069026,-0.10362924,-0.10142311,-0.10441992,-0.04006075
135.76129,-0.2668916,-0.25468599,-0.24703434,-0.24981135,-0.25388168,-0.23784568,-0.23027788,-0.23014681,-0.23565027,-0.2302302,-0.22620146,-0.23324941,-0.231858124,-0.2315627,-0.23967427,-0.23547762,-0.22519974,-0.24064807,-0.195545935,-0.22786686,-0.23606683,-0.23661049,-0.22915618,-0.21947551
77.92852,-0.1656486,-0.1538527,-0.13884771,-0.14087645,-0.14684587,-0.13018444,-0.11512078,-0.12614291,-0.13181827,-0.11813374,-0.11272235,-0.11717994,-0.113611341,-0.12683628,-0.13670931,-0.12797397,-0.12950587,-0.12433288,-0.102270567,-0.11008056,-0.13258076,-0.12715181,-0.14903905,-0.12292741
78.73112,-0.1675691,-0.16774849,-0.15423769,-0.15409728,-0.15554474,-0.13898788,-0.12838026,-0.1410115,-0.14464032,-0.13143705,-0.12613753,-0.12953099,-0.13348311,-0.14160418,-0.14783339,-0.13854589,-0.13986843,-0.13862991,-0.125389874,-0.12791979,-0.14517684,-0.14088728,-0.15854902,-0.14360125
73.02725,-0.1506836,-0.10923502,-0.09953795,-0.11006003,-0.12184089,-0.10874851,-0.08383662,-0.08052383,-0.1017917,-0.09144891,-0.08557787,-0.09255653,-0.065974253,-0.09336305,-0.11281639,-0.10476458,-0.10159945,-0.09408385,-0.058822269,-0.0816453,-0.10821396,-0.10219104,-0.11945572,-0.07755269
91.01981,-0.2020882,-0.1776143,-0.16617604,-0.17272169,-0.17938616,-0.16049415,-0.1445208,-0.14984344,-0.16196247,-0.14898916,-0.14388435,-0.15041693,-0.138378017,-0.15454193,-0.16928775,-0.16023184,-0.16024472,-0.1563998,-0.126203827,-0.1418885,-0.16529476,-0.15959706,-0.1766787,-0.1432959
